883838122936631299	3428	21742	2017-07-09 00:00:04
883482846933004288	9916	45610	2017-07-08 00:28:19
883360690899218434	3659	22409	2017-07-07 16:22:55
883117836046086144	6645	36934	2017-07-07 00:17:54
882992080364220416	3901	23791	2017-07-06 15:58:11
882762694511734784	4899	28106	2017-07-06 00:46:41
882627270321602560	6069	27722	2017-07-05 15:48:34
882268110199369728	11549	44648	2017-07-04 16:01:23
882045870035918850	4954	29136	2017-07-04 01:18:17
881906580714921986	3388	24130	2017-07-03 16:04:48
881666595344535552	10627	50191	2017-07-03 00:11:11
881633300179243008	7	126	2017-07-02 21:58:53
881536004380872706	15895	49107	2017-07-02 15:32:16
881268444196462592	5142	22922	2017-07-01 21:49:04
880935762899988482	2771	16888	2017-06-30 23:47:07
880872448815771648	3803	21138	2017-06-30 19:35:32
880465832366813184	6268	28327	2017-06-29 16:39:47
880221127280381952	4210	26881	2017-06-29 00:27:25
880095782870896641	4355	27437	2017-06-28 16:09:20
879862464715927552	3487	22176	2017-06-28 00:42:13
879674319642796034	10	311	2017-06-27 12:14:36
879492040517615616	3176	23245	2017-06-27 00:10:17
879415818425184262	44053	105136	2017-06-26 19:07:24
879376492567855104	3111	16651	2017-06-26 16:31:08
879130579576475649	6827	0	2017-06-26 00:13:58
879050749262655488	4707	22429	2017-06-25 18:56:45
879008229531029506	2681	18847	2017-06-25 16:07:47
878776093423087618	4123	19282	2017-06-25 00:45:22
878604707211726852	7192	30061	2017-06-24 13:24:20
878404777348136964	1287	0	2017-06-24 00:09:53
878316110768087041	6643	0	2017-06-23 18:17:33
878281511006478336	1287	7696	2017-06-23 16:00:04
878057613040115712	6827	41767	2017-06-23 01:10:23
877736472329191424	19095	79359	2017-06-22 03:54:17
877611172832227328	80	0	2017-06-21 19:36:23
877556246731214848	3811	22592	2017-06-21 15:58:08
877316821321428993	5168	27189	2017-06-21 00:06:44
877201837425926144	5584	26932	2017-06-20 16:29:50
876838120628539392	3348	20544	2017-06-19 16:24:33
876537666061221889	4616	23309	2017-06-18 20:30:39
876484053909872640	2393	18634	2017-06-18 16:57:37
876120275196170240	4685	27732	2017-06-17 16:52:05
875747767867523072	4295	25042	2017-06-16 16:11:53
875144289856114688	4925	21791	2017-06-15 00:13:52
875097192612077568	6036	27279	2017-06-14 21:06:43
875021211251597312	4716	25326	2017-06-14 16:04:48
874680097055178752	4655	27677	2017-06-13 17:29:20
874434818259525634	14782	0	2017-06-13 01:14:41
874296783580663808	4124	25934	2017-06-12 16:06:11
874057562936811520	3962	22535	2017-06-12 00:15:36
874012996292530176	10471	34463	2017-06-11 21:18:31
873580283840344065	3960	24120	2017-06-10 16:39:04
873337748698140672	1593	0	2017-06-10 00:35:19
873213775632977920	1593	7216	2017-06-09 16:22:42
872967104147763200	5427	27268	2017-06-09 00:02:31
872820683541237760	3709	14667	2017-06-08 14:20:41
872668790621863937	28	0	2017-06-08 04:17:07
872620804844003328	3719	20710	2017-06-08 01:06:27
872486979161796608	9055	40555	2017-06-07 16:14:40
872261713294495745	6373	34115	2017-06-07 01:19:32
872122724285648897	8171	34371	2017-06-06 16:07:15
871879754684805121	11287	37972	2017-06-06 00:01:46
871762521631449091	3504	20232	2017-06-05 16:15:56
871515927908634625	3478	20184	2017-06-04 23:56:03
871166179821445120	5744	0	2017-06-04 00:46:17
871102520638267392	5551	20910	2017-06-03 20:33:19
871032628920680449	3844	22631	2017-06-03 15:55:36
870804317367881728	6269	33610	2017-06-03 00:48:22
870726314365509632	3	120	2017-06-02 19:38:25
870656317836468226	2671	12416	2017-06-02 15:00:16
870374049280663552	26508	82734	2017-06-01 20:18:38
870308999962521604	4204	21837	2017-06-01 16:00:09
870063196459192321	8458	36759	2017-05-31 23:43:25
869772420881756160	10160	42468	2017-05-31 04:27:59
869702957897576449	6418	28302	2017-05-30 23:51:58
869596645499047938	3173	16020	2017-05-30 16:49:31
869227993411051520	3840	20511	2017-05-29 16:24:37
868880397819494401	14742	65919	2017-05-28 17:23:24
868639477480148993	2134	0	2017-05-28 01:26:04
868622495443632128	5817	27356	2017-05-28 00:18:35
868552278524837888	2134	10196	2017-05-27 19:39:34
867900495410671616	4247	24320	2017-05-26 00:29:37
867774946302451713	7475	34216	2017-05-25 16:10:44
867421006826221569	2570	16238	2017-05-24 16:44:18
867072653475098625	128	0	2017-05-23 17:40:04
867051520902168576	8029	32477	2017-05-23 16:16:06
866720684873056260	4916	20245	2017-05-22 18:21:28
866686824827068416	3556	19482	2017-05-22 16:06:55
866450705531457537	36015	123323	2017-05-22 00:28:40
866334964761202691	14782	53101	2017-05-21 16:48:45
866094527597207552	8576	0	2017-05-21 00:53:21
865718153858494464	5742	25850	2017-05-19 23:57:46
865359393868664832	5117	26753	2017-05-19 00:12:11
865006731092295680	7866	28304	2017-05-18 00:50:50
864873206498414592	8939	32653	2017-05-17 16:00:15
864279568663928832	3118	14785	2017-05-16 00:41:21
864197398364647424	9182	30524	2017-05-15 19:14:50
863907417377173506	4246	20865	2017-05-15 00:02:33
863553081350529029	4282	15489	2017-05-14 00:34:33
863471782782697472	2534	0	2017-05-13 19:11:30
863432100342583297	5401	24138	2017-05-13 16:33:49
863427515083354112	99	2293	2017-05-13 16:15:35
863079547188785154	1125	8888	2017-05-12 17:12:53
863062471531167744	2534	8655	2017-05-12 16:05:02
862831371563274240	5230	19457	2017-05-12 00:46:44
862722525377298433	3635	17319	2017-05-11 17:34:13
862457590147678208	5106	20845	2017-05-11 00:01:27
862096992088072192	24010	75784	2017-05-10 00:08:34
861383897657036800	11021	36636	2017-05-08 00:54:59
861288531465048066	4293	17468	2017-05-07 18:36:02
861005113778896900	3925	16993	2017-05-06 23:49:50
860981674716409858	2233	0	2017-05-06 22:16:42
860924035999428608	844	0	2017-05-06 18:27:40
860563773140209665	2233	7640	2017-05-05 18:36:06
860524505164394496	5440	24036	2017-05-05 16:00:04
860276583193509888	3592	18609	2017-05-04 23:34:55
860184849394610176	6028	16983	2017-05-04 17:30:24
860177593139703809	31943	0	2017-05-04 17:01:34
859924526012018688	4236	19904	2017-05-04 00:15:58
859851578198683649	3630	15686	2017-05-03 19:26:06
859607811541651456	1625	18945	2017-05-03 03:17:27
859196978902773760	31334	91790	2017-05-02 00:04:57
859074603037188101	14090	34576	2017-05-01 15:58:40
858860390427611136	8444	0	2017-05-01 01:47:28
858843525470990336	3601	15848	2017-05-01 00:40:27
858471635011153920	5028	21962	2017-04-30 00:02:42
858107933456039936	3025	16070	2017-04-28 23:57:28
857989990357356544	2687	16471	2017-04-28 16:08:49
857746408056729600	11048	35021	2017-04-28 00:00:54
857393404942143489	1708	6060	2017-04-27 00:38:11
857263160327368704	4708	20480	2017-04-26 16:00:39
857214891891077121	19	236	2017-04-26 12:48:51
857062103051644929	178	0	2017-04-26 02:41:43
857029823797047296	4168	19375	2017-04-26 00:33:27
856602993587888130	11151	0	2017-04-24 20:17:23
856543823941562368	3003	16666	2017-04-24 16:22:16
856526610513747968	1958	12117	2017-04-24 15:13:52
856330835276025856	709	0	2017-04-24 02:15:55
856288084350160898	17	531	2017-04-23 23:26:03
856282028240666624	6608	28416	2017-04-23 23:01:59
855862651834028034	28	357	2017-04-22 19:15:32
855860136149123072	1084	5161	2017-04-22 19:05:32
855857698524602368	2214	12149	2017-04-22 18:55:51
855851453814013952	18524	46601	2017-04-22 18:31:02
855818117272018944	5694	27298	2017-04-22 16:18:34
855459453768019968	8632	30778	2017-04-21 16:33:22
855245323840757760	6272	0	2017-04-21 02:22:29
855138241867124737	48	0	2017-04-20 19:16:59
854732716440526848	6420	23527	2017-04-19 16:25:34
854482394044301312	7233	30223	2017-04-18 23:50:52
854365224396361728	4934	19489	2017-04-18 16:05:17
854120357044912130	7905	32989	2017-04-17 23:52:16
854010172552949760	3319	16717	2017-04-17 16:34:26
853760880890318849	6121	29564	2017-04-17 00:03:50
853639147608842240	10709	36077	2017-04-16 16:00:07
853299958564483072	3762	16061	2017-04-15 17:32:18
852936405516943360	2140	0	2017-04-14 17:27:40
852912242202992640	1946	9383	2017-04-14 15:51:39
852672615818899456	2278	15459	2017-04-13 23:59:28
852553447878664193	3727	16972	2017-04-13 16:05:56
852311364735569921	10495	34369	2017-04-13 00:03:59
852226086759018497	7222	20770	2017-04-12 18:25:07
852189679701164033	1676	11897	2017-04-12 16:00:27
851953902622658560	10243	0	2017-04-12 00:23:33
851861385021730816	23	0	2017-04-11 18:15:55
851591660324737024	3684	16832	2017-04-11 00:24:08
851464819735769094	7524	25249	2017-04-10 16:00:07
851224888060895234	6092	21512	2017-04-10 00:06:42
850753642995093505	9900	32316	2017-04-08 16:54:09
850380195714523136	2786	13608	2017-04-07 16:10:12
850333567704068097	357	3572	2017-04-07 13:04:55
850145622816686080	4082	17009	2017-04-07 00:38:06
850019790995546112	5225	21326	2017-04-06 16:18:05
849776966551130114	8116	31772	2017-04-06 00:13:11
849668094696017920	5294	0	2017-04-05 17:00:34
849412302885593088	3352	16565	2017-04-05 00:04:08
849336543269576704	2018	11933	2017-04-04 19:03:06
849051919805034497	9117	44366	2017-04-04 00:12:06
848690551926992896	4617	26353	2017-04-03 00:16:10
848324959059550208	4926	25894	2017-04-02 00:03:26
848213670039564288	803	8548	2017-04-01 16:41:12
848212111729840128	3301	17095	2017-04-01 16:35:01
847978865427394560	3487	0	2017-04-01 01:08:10
847971574464610304	463	0	2017-04-01 00:39:12
847962785489326080	5473	24595	2017-04-01 00:04:17
847842811428974592	1443	5742	2017-03-31 16:07:33
847617282490613760	452	7341	2017-03-31 01:11:22
847606175596138505	3632	19642	2017-03-31 00:27:14
847251039262605312	4604	21419	2017-03-30 00:56:03
847157206088847362	6290	20941	2017-03-29 18:43:12
847116187444137987	3421	22456	2017-03-29 16:00:12
846874817362120707	4210	21061	2017-03-29 00:01:05
846514051647705089	12489	46891	2017-03-28 00:07:32
846505985330044928	3328	14849	2017-03-27 23:35:28
846153765933735936	9755	33298	2017-03-27 00:15:53
846139713627017216	10604	32399	2017-03-26 23:20:02
846042936437604353	3106	16794	2017-03-26 16:55:29
845812042753855489	9421	30786	2017-03-26 01:38:00
845677943972139009	5146	26365	2017-03-25 16:45:08
845397057150107648	1956	8014	2017-03-24 22:08:59
845306882940190720	5809	24523	2017-03-24 16:10:40
845098359547420673	8261	0	2017-03-24 02:22:04
844979544864018432	2786	14339	2017-03-23 18:29:57
844973813909606400	3462	15906	2017-03-23 18:07:10
844704788403113984	11151	40747	2017-03-23 00:18:10
844580511645339650	3388	17340	2017-03-22 16:04:20
844223788422217728	2371	14344	2017-03-21 16:26:50
843981021012017153	3149	15906	2017-03-21 00:22:10
843856843873095681	4993	22544	2017-03-20 16:08:44
843604394117681152	2965	17783	2017-03-19 23:25:35
843235543001513987	6549	22654	2017-03-18 22:59:54
842846295480000512	3876	16029	2017-03-17 21:13:10
842765311967449089	1374	7117	2017-03-17 15:51:22
842535590457499648	3783	19060	2017-03-17 00:38:32
842163532590374912	6272	25812	2017-03-16 00:00:07
842115215311396866	3273	14782	2017-03-15 20:48:07
841833993020538882	16654	0	2017-03-15 02:10:39
841680585030541313	8384	27038	2017-03-14 16:01:03
841439858740625411	3976	13339	2017-03-14 00:04:30
841320156043304961	5878	20848	2017-03-13 16:08:50
841314665196081154	5094	16726	2017-03-13 15:47:01
841077006473256960	5744	24192	2017-03-13 00:02:39
840761248237133825	1901	0	2017-03-12 03:07:56
840728873075638272	17570	0	2017-03-12 00:59:17
840698636975636481	2	192	2017-03-11 22:59:09
840696689258311684	1068	12990	2017-03-11 22:51:24
840632337062862849	1901	9490	2017-03-11 18:35:42
840370681858686976	4943	17405	2017-03-11 01:15:58
840268004936019968	6212	20393	2017-03-10 18:27:58
839990271299457024	2496	14196	2017-03-10 00:04:21
839549326359670784	8444	29117	2017-03-08 18:52:12
839290600511926273	154	0	2017-03-08 01:44:07
839239871831150596	7127	28799	2017-03-07 22:22:32
838952994649550848	4318	20767	2017-03-07 03:22:35
838921590096166913	2253	11827	2017-03-07 01:17:48
838916489579200512	37	0	2017-03-07 00:57:32
838831947270979586	12038	0	2017-03-06 19:21:35
838561493054533637	1438	11565	2017-03-06 01:26:54
838476387338051585	5239	23951	2017-03-05 19:48:43
838201503651401729	11000	0	2017-03-05 01:36:26
838150277551247360	357	1780	2017-03-04 22:12:52
838085839343206401	0	147	2017-03-04 17:56:49
838083903487373313	3428	18683	2017-03-04 17:49:08
837820167694528512	8576	36241	2017-03-04 00:21:08
837482249356513284	481	4066	2017-03-03 01:58:22
837471256429613056	2510	13565	2017-03-03 01:14:41
837366284874571778	5765	22402	2017-03-02 18:17:34
837110210464448512	2610	16982	2017-03-02 01:20:01
836989968035819520	2497	13511	2017-03-01 17:22:13
836753516572119041	5027	20409	2017-03-01 01:42:39
836677758902222849	2426	13382	2017-02-28 20:41:37
836648853927522308	603	0	2017-02-28 18:46:45
836397794269200385	30101	0	2017-02-28 02:09:08
836380477523124226	3217	15632	2017-02-28 01:00:19
836260088725786625	4674	22573	2017-02-27 17:01:56
836001077879255040	4688	20290	2017-02-26 23:52:43
835685285446955009	8919	0	2017-02-26 02:57:52
835574547218894849	3956	18892	2017-02-25 19:37:50
835536468978302976	1857	0	2017-02-25 17:06:32
835309094223372289	22972	0	2017-02-25 02:03:02
835297930240217089	3263	17418	2017-02-25 01:18:40
835264098648616962	1857	8248	2017-02-24 23:04:14
835246439529840640	79	2216	2017-02-24 21:54:03
835172783151792128	6275	27750	2017-02-24 17:01:22
835152434251116546	3301	23870	2017-02-24 15:40:31
834931633769889797	1801	11515	2017-02-24 01:03:08
834786237630337024	5973	22453	2017-02-23 15:25:23
834574053763584002	2771	14561	2017-02-23 01:22:14
834477809192075265	11662	0	2017-02-22 18:59:48
834458053273591808	1826	10220	2017-02-22 17:41:18
834209720923721728	5244	21909	2017-02-22 01:14:30
834167344700198914	3965	16740	2017-02-21 22:26:07
834089966724603904	2326	10684	2017-02-21 17:18:39
834086379323871233	2420	13887	2017-02-21 17:04:24
833863086058651648	2631	14264	2017-02-21 02:17:06
833826103416520705	3761	16320	2017-02-20 23:50:09
833732339549220864	238	0	2017-02-20 17:37:34
833722901757046785	3500	21994	2017-02-20 17:00:04
833479644947025920	2262	15811	2017-02-20 00:53:27
833124694597443584	5294	21493	2017-02-19 01:23:00
832998151111966721	2429	14168	2017-02-18 17:00:10
832769181346996225	40	0	2017-02-18 01:50:19
832757312314028032	3969	17907	2017-02-18 01:03:09
832682457690300417	3210	12656	2017-02-17 20:05:43
832645525019123713	568	3109	2017-02-17 17:38:57
832636094638288896	3066	16901	2017-02-17 17:01:29
832397543355072512	2440	12717	2017-02-17 01:13:34
832369877331693569	3487	18248	2017-02-16 23:23:38
832273440279240704	2556	12046	2017-02-16 17:00:25
832215909146226688	6788	0	2017-02-16 13:11:49
832215726631055365	10288	0	2017-02-16 13:11:05
832088576586297345	2	71	2017-02-16 04:45:50
832040443403784192	10656	0	2017-02-16 01:34:34
832032802820481025	5106	19010	2017-02-16 01:04:13
831939777352105988	6733	25570	2017-02-15 18:54:34
831926988323639298	36	363	2017-02-15 18:03:45
831911600680497154	7153	29479	2017-02-15 17:02:36
831670449226514432	1992	11126	2017-02-15 01:04:21
831650051525054464	2140	7651	2017-02-14 23:43:18
831552930092285952	2516	9601	2017-02-14 17:17:22
831322785565769729	1671	9785	2017-02-14 02:02:51
831315979191906304	1224	6950	2017-02-14 01:35:49
831309418084069378	2677	12486	2017-02-14 01:09:44
831262627380748289	2252	12691	2017-02-13 22:03:49
830956169170665475	1644	8510	2017-02-13 01:46:03
830583320585068544	18502	71395	2017-02-12 01:04:29
830173239259324417	6270	0	2017-02-10 21:54:58
830097400375152640	3310	10498	2017-02-10 16:53:37
829878982036299777	5515	0	2017-02-10 02:25:42
829861396166877184	2154	13063	2017-02-10 01:15:49
829501995190984704	11662	33885	2017-02-09 01:27:41
829449946868879360	2229	11172	2017-02-08 22:00:52
829374341691346946	10243	36984	2017-02-08 17:00:26
829141528400556032	8152	26202	2017-02-08 01:35:19
829011960981237760	17831	56576	2017-02-07 17:00:28
828801551087042563	3735	0	2017-02-07 03:04:22
828770345708580865	6471	27312	2017-02-07 01:00:22
828708714936930305	12350	39113	2017-02-06 20:55:28
828650029636317184	1479	10164	2017-02-06 17:02:17
828409743546925057	1265	6716	2017-02-06 01:07:28
828408677031882754	1408	8166	2017-02-06 01:03:14
828381636999917570	2441	13506	2017-02-05 23:15:47
828376505180889089	1170	7899	2017-02-05 22:55:23
828372645993398273	3228	13400	2017-02-05 22:40:03
828361771580813312	186	2344	2017-02-05 21:56:51
828046555563323392	3154	12575	2017-02-05 01:04:17
828011680017821696	2360	11074	2017-02-04 22:45:42
827933404142436356	5747	21546	2017-02-04 17:34:40
827653905312006145	3307	16504	2017-02-03 23:04:02
827600520311402496	1042	7921	2017-02-03 19:31:54
827324948884643840	3374	16998	2017-02-03 01:16:53
827199976799354881	2465	11315	2017-02-02 17:00:17
826958653328592898	5515	23123	2017-02-02 01:01:21
826848821049180160	11296	39071	2017-02-01 17:44:55
826615380357632002	4342	0	2017-02-01 02:17:19
826598799820865537	281	5483	2017-02-01 01:11:25
826598365270007810	2584	10778	2017-02-01 01:09:42
826476773533745153	4623	19709	2017-01-31 17:06:32
826240494070030336	2851	14205	2017-01-31 01:27:39
826204788643753985	1028	5222	2017-01-30 23:05:46
826115272272650244	3452	16794	2017-01-30 17:10:04
825876512159186944	2056	11208	2017-01-30 01:21:19
825829644528148480	2743	13645	2017-01-29 22:15:05
825535076884762624	18978	55757	2017-01-29 02:44:34
825147591692263424	5044	19605	2017-01-28 01:04:51
825120256414846976	1421	0	2017-01-27 23:16:13
825026590719483904	1421	6813	2017-01-27 17:04:02
824796380199809024	6058	0	2017-01-27 01:49:15
824775126675836928	3896	16032	2017-01-27 00:24:48
824663926340194305	1918	10796	2017-01-26 17:02:56
824325613288833024	11460	12625	2017-01-25 18:38:36
824297048279236611	4265	16124	2017-01-25 16:45:05
824025158776213504	652	5119	2017-01-24 22:44:42
823939628516474880	2996	11433	2017-01-24 17:04:50
823719002937630720	12424	0	2017-01-24 02:28:08
823699002998870016	2666	13490	2017-01-24 01:08:40
823581115634085888	2928	13985	2017-01-23 17:20:14
823333489516937216	29	752	2017-01-23 00:56:15
823322678127919110	4444	16914	2017-01-23 00:13:17
823269594223824897	10899	0	2017-01-22 20:42:21
822975315408461824	3800	18563	2017-01-22 01:12:59
822872901745569793	48554	142111	2017-01-21 18:26:02
822859134160621569	2521	14172	2017-01-21 17:31:20
822647212903690241	7082	0	2017-01-21 03:29:14
822610361945911296	3273	15862	2017-01-21 01:02:48
822489057087389700	7082	19490	2017-01-20 17:00:46
822462944365645825	16273	30641	2017-01-20 15:17:01
822244816520155136	10899	37660	2017-01-20 00:50:15
822163064745328640	5325	0	2017-01-19 19:25:24
821886076407029760	2591	12204	2017-01-19 01:04:45
821813639212650496	3698	0	2017-01-18 20:16:54
821765923262631936	1846	9055	2017-01-18 17:07:18
821522889702862852	1954	8613	2017-01-18 01:01:34
821421320206483457	6195	0	2017-01-17 18:17:58
821407182352777218	4821	12660	2017-01-17 17:21:47
821153421864615936	10	273	2017-01-17 00:33:26
821149554670182400	2225	9390	2017-01-17 00:18:04
821107785811234820	2358	10324	2017-01-16 21:32:06
821044531881721856	2534	13606	2017-01-16 17:20:45
820837357901512704	7408	0	2017-01-16 03:37:31
820749716845686786	11000	33929	2017-01-15 21:49:15
820690176645140481	3567	13123	2017-01-15 17:52:40
820494788566847489	627	0	2017-01-15 04:56:16
820446719150292993	2856	0	2017-01-15 01:45:15
820314633777061888	627	3587	2017-01-14 17:00:24
820078625395449857	6958	21291	2017-01-14 01:22:35
820013781606658049	1311	0	2017-01-13 21:04:55
819952236453363712	1311	5720	2017-01-13 17:00:21
819924195358416896	5367	13844	2017-01-13 15:08:56
819711362133872643	3481	14479	2017-01-13 01:03:12
819588359383371776	2182	10299	2017-01-12 16:54:26
819347104292290561	1334	7770	2017-01-12 00:55:47
819238181065359361	448	2466	2017-01-11 17:42:57
819227688460238848	7408	24864	2017-01-11 17:01:16
819015337530290176	40631	0	2017-01-11 02:57:27
819015331746349057	20958	0	2017-01-11 02:57:26
819006400881917954	20958	48568	2017-01-11 02:21:57
819004803107983360	40631	92977	2017-01-11 02:15:36
818646164899774465	23132	0	2017-01-10 02:30:30
818627210458333184	8262	23908	2017-01-10 01:15:10
818614493328580609	2869	10619	2017-01-10 00:24:38
818588835076603904	6824	0	2017-01-09 22:42:41
818536468981415936	2749	11759	2017-01-09 19:14:36
818307523543449600	9022	0	2017-01-09 04:04:51
818259473185828864	2537	11871	2017-01-09 00:53:55
818145370475810820	2885	13239	2017-01-08 17:20:31
817908911860748288	874	5211	2017-01-08 01:40:55
817827839487737858	30101	55893	2017-01-07 20:18:46
817777686764523521	2959	11523	2017-01-07 16:59:28
817536400337801217	3367	12714	2017-01-07 01:00:41
817502432452313088	3768	0	2017-01-06 22:45:43
817423860136083457	16654	36903	2017-01-06 17:33:29
817415592588222464	1073	6062	2017-01-06 17:00:38
817181837579653120	9455	0	2017-01-06 01:31:47
817171292965273600	2233	9402	2017-01-06 00:49:53
817120970343411712	2909	13100	2017-01-05 21:29:55
817056546584727552	1832	9229	2017-01-05 17:13:55
816829038950027264	5243	0	2017-01-05 02:09:53
816816676327063552	2263	10769	2017-01-05 01:20:46
816697700272001025	2449	10567	2017-01-04 17:27:59
816450570814898180	9022	32972	2017-01-04 01:05:59
816336735214911488	2170	9273	2017-01-03 17:33:39
816091915477250048	2392	9628	2017-01-03 01:20:49
816062466425819140	1163	0	2017-01-02 23:23:48
816014286006976512	5904	0	2017-01-02 20:12:21
815990720817401858	1163	5385	2017-01-02 18:38:42
815966073409433600	9455	24227	2017-01-02 17:00:46
815745968457060357	4599	0	2017-01-02 02:26:09
815736392542261248	2519	10612	2017-01-02 01:48:06
815639385530101762	1836	8871	2017-01-01 19:22:38
815390420867969024	4227	11161	2017-01-01 02:53:20
814986499976527872	1437	8242	2016-12-31 00:08:17
814638523311648768	3015	12191	2016-12-30 01:05:33
814578408554463233	6465	0	2016-12-29 21:06:41
814530161257443328	2059	9355	2016-12-29 17:54:58
814153002265309185	9672	31030	2016-12-28 16:56:16
813944609378369540	3580	0	2016-12-28 03:08:11
813910438903693312	2099	10023	2016-12-28 00:52:25
813812741911748608	15601	39216	2016-12-27 18:24:12
813800681631023104	1958	9016	2016-12-27 17:36:16
813217897535406080	8115	20181	2016-12-26 03:00:30
813202720496779264	2004	9903	2016-12-26 02:00:11
813187593374461952	4864	21425	2016-12-26 01:00:05
813172488309972993	2133	10078	2016-12-26 00:00:03
813157409116065792	2465	8369	2016-12-25 23:00:08
813142292504645637	2628	9082	2016-12-25 22:00:04
813130366689148928	494	4818	2016-12-25 21:12:41
813127251579564032	3488	12803	2016-12-25 21:00:18
813112105746448384	3073	11172	2016-12-25 20:00:07
813096984823349248	4014	11364	2016-12-25 19:00:02
813081950185472002	3083	10658	2016-12-25 18:00:17
813066809284972545	2164	8593	2016-12-25 17:00:08
813051746834595840	8156	22629	2016-12-25 16:00:16
812781120811126785	2128	8181	2016-12-24 22:04:54
812747805718642688	7740	0	2016-12-24 19:52:31
812709060537683968	1594	7153	2016-12-24 17:18:34
812503143955202048	1365	6564	2016-12-24 03:40:19
812466873996607488	2144	8638	2016-12-24 01:16:12
812372279581671427	4090	14800	2016-12-23 19:00:19
811985624773361665	1564	7849	2016-12-22 17:23:53
811744202451197953	1793	8159	2016-12-22 01:24:33
811647686436880384	826	6038	2016-12-21 19:01:02
811627233043480576	3494	13852	2016-12-21 17:39:46
811386762094317568	7131	22596	2016-12-21 01:44:13
810984652412424192	1593	5768	2016-12-19 23:06:23
810896069567610880	1992	9785	2016-12-19 17:14:23
810657578271330305	2943	11853	2016-12-19 01:26:42
810284430598270976	12735	38356	2016-12-18 00:43:57
810254108431155201	3735	15879	2016-12-17 22:43:27
809920764300447744	4342	16750	2016-12-17 00:38:52
809808892968534016	5468	0	2016-12-16 17:14:20
809448704142938112	1638	7495	2016-12-15 17:23:04
809220051211603969	6270	21573	2016-12-15 02:14:29
809084759137812480	3905	14286	2016-12-14 17:16:53
808838249661788160	3385	10920	2016-12-14 00:57:20
808733504066486276	2410	8547	2016-12-13 18:01:07
808501579447930884	2897	12214	2016-12-13 02:39:32
808344865868283904	23132	45991	2016-12-12 16:16:49
808134635716833280	6657	0	2016-12-12 02:21:26
808106460588765185	2436	9429	2016-12-12 00:29:28
808001312164028416	3936	13603	2016-12-11 17:31:39
807621403335917568	4110	15770	2016-12-10 16:22:02
807106840509214720	60419	121979	2016-12-09 06:17:20
807059379405148160	8191	0	2016-12-09 03:08:45
807010152071229440	4257	14083	2016-12-08 23:53:08
806629075125202948	38960	81376	2016-12-07 22:38:52
806620845233815552	6167	0	2016-12-07 22:06:10
806576416489959424	2145	5242	2016-12-07 19:09:37
806542213899489280	2643	11057	2016-12-07 16:53:43
806242860592926720	13059	0	2016-12-06 21:04:11
806219024703037440	1338	6943	2016-12-06 19:29:28
805958939288408065	6006	0	2016-12-06 02:15:59
805932879469572096	2127	8953	2016-12-06 00:32:26
805826884734976000	2046	7136	2016-12-05 17:31:15
805823200554876929	8989	0	2016-12-05 17:16:37
805520635690676224	1846	6208	2016-12-04 21:14:20
805487436403003392	2825	9490	2016-12-04 19:02:24
805207613751304193	1899	8429	2016-12-04 00:30:29
804738756058218496	4305	14875	2016-12-02 17:27:25
804475857670639616	2240	6666	2016-12-02 00:02:45
804413760345620481	3586	0	2016-12-01 19:56:00
